ClassName,Name,Description,DefaultValue,Required
io.swagger.codegen.v3.generators.kotlin.KotlinClientCodegen,sourceFolder,source folder for generated code,,
io.swagger.codegen.v3.generators.kotlin.KotlinClientCodegen,packageName,Generated artifact package name (e.g. io.swagger).,,
io.swagger.codegen.v3.generators.kotlin.KotlinClientCodegen,groupId,Generated artifact package's organization (i.e. maven groupId).,,
io.swagger.codegen.v3.generators.kotlin.KotlinClientCodegen,artifactId,Generated artifact id (name of jar).,,
io.swagger.codegen.v3.generators.kotlin.KotlinClientCodegen,artifactVersion,Generated artifact's package version.,,
io.swagger.codegen.v3.generators.kotlin.KotlinClientCodegen,enumPropertyNaming,"Naming convention for enum properties: 'camelCase', 'PascalCase', 'snake_case', 'UPPERCASE', and 'original'",,
io.swagger.codegen.v3.generators.kotlin.KotlinClientCodegen,dateLibrary,Option. Date library to use,,
io.swagger.codegen.v3.generators.kotlin.KotlinServerCodegen,sourceFolder,source folder for generated code,,
io.swagger.codegen.v3.generators.kotlin.KotlinServerCodegen,packageName,Generated artifact package name (e.g. io.swagger).,,
io.swagger.codegen.v3.generators.kotlin.KotlinServerCodegen,groupId,Generated artifact package's organization (i.e. maven groupId).,,
io.swagger.codegen.v3.generators.kotlin.KotlinServerCodegen,artifactId,Generated artifact id (name of jar).,,
io.swagger.codegen.v3.generators.kotlin.KotlinServerCodegen,artifactVersion,Generated artifact's package version.,,
io.swagger.codegen.v3.generators.kotlin.KotlinServerCodegen,enumPropertyNaming,"Naming convention for enum properties: 'camelCase', 'PascalCase', 'snake_case', 'UPPERCASE', and 'original'",,
io.swagger.codegen.v3.generators.kotlin.KotlinServerCodegen,library,library template (sub-template) to use,,
io.swagger.codegen.v3.generators.kotlin.KotlinServerCodegen,featureAutoHead,Automatically provide responses to HEAD requests for existing routes that have the GET verb defined.,,
io.swagger.codegen.v3.generators.kotlin.KotlinServerCodegen,featureConditionalHeaders,"Avoid sending content if client already has same content, by checking ETag or LastModified properties.",,
io.swagger.codegen.v3.generators.kotlin.KotlinServerCodegen,featureHSTS,"Avoid sending content if client already has same content, by checking ETag or LastModified properties.",,
io.swagger.codegen.v3.generators.kotlin.KotlinServerCodegen,featureCORS,Ktor by default provides an interceptor for implementing proper support for Cross-Origin Resource Sharing (CORS). See enable-cors.org.,,
io.swagger.codegen.v3.generators.kotlin.KotlinServerCodegen,featureCompression,"Adds ability to compress outgoing content using gzip, deflate or custom encoder and thus reduce size of the response.",,
io.swagger.codegen.v3.generators.nodejs.NodeJSServerCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.v3.generators.nodejs.NodeJSServerCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.v3.generators.nodejs.NodeJSServerCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.v3.generators.nodejs.NodeJSServerCodegen,googleCloudFunctions,"When specified, it will generate the code which runs within Google Cloud Functions instead of standalone Node.JS server. See https://cloud.google.com/functions/docs/quickstart for the details of how to deploy the generated code.",,
io.swagger.codegen.v3.generators.nodejs.NodeJSServerCodegen,exportedName,"When the generated code will be deployed to Google Cloud Functions, this option can be used to update the name of the exported function. By default, it refers to the basePath. This does not affect normal standalone nodejs server code.",,
io.swagger.codegen.v3.generators.openapi.OpenAPIGenerator,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.v3.generators.openapi.OpenAPIGenerator,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.v3.generators.openapi.OpenAPIGenerator,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.v3.generators.openapi.OpenAPIGenerator,outputFile,output filename,,
io.swagger.codegen.v3.generators.openapi.OpenAPIYamlGenerator,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.v3.generators.openapi.OpenAPIYamlGenerator,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.v3.generators.openapi.OpenAPIYamlGenerator,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.v3.generators.openapi.OpenAPIYamlGenerator,outputFile,output filename,,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,modelPackage,package for generated models,,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,apiPackage,package for generated api classes,,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,variableNamingConvention,"naming convention of variable name, e.g. camelCase.",,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,invokerPackage,The main namespace to use for all classes. e.g. Yay\Pets,,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,packagePath,The main package name for classes. e.g. GeneratedPetstore,,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,srcBasePath,The directory under packagePath to serve as source root.,,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,composerVendorName,The vendor name used in the composer package name. The template uses {{composerVendorName}}/{{composerProjectName}} for the composer package name. e.g. yaypets. IMPORTANT NOTE (2016/03): composerVendorName will be deprecated and replaced by gitUserId in the next swagger-codegen release,,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,gitUserId,"Git user ID, e.g. swagger-api.",,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,composerProjectName,The project name used in the composer package name. The template uses {{composerVendorName}}/{{composerProjectName}} for the composer package name. e.g. petstore-client. IMPORTANT NOTE (2016/03): composerProjectName will be deprecated and replaced by gitRepoId in the next swagger-codegen release,,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,gitRepoId,"Git repo ID, e.g. swagger-codegen.",,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,artifactVersion,The version to use in the composer package version field. e.g. 1.2.3,,
io.swagger.codegen.v3.generators.php.PhpClientCodegen,hideGenerationTimestamp,hides the timestamp when files were generated,,
io.swagger.codegen.v3.generators.python.PythonClientCodegen,packageName,python package name (convention: snake_case).,,
io.swagger.codegen.v3.generators.python.PythonClientCodegen,projectName,python project name in setup.py (e.g. petstore-api).,,
io.swagger.codegen.v3.generators.python.PythonClientCodegen,packageVersion,python package version.,,
io.swagger.codegen.v3.generators.python.PythonClientCodegen,packageUrl,python package URL.,,
io.swagger.codegen.v3.generators.python.PythonClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.v3.generators.python.PythonClientCodegen,hideGenerationTimestamp,Hides the generation timestamp when files are generated.,,
io.swagger.codegen.v3.generators.python.PythonClientCodegen,library,library template (sub-template) to use,,
io.swagger.codegen.v3.generators.scala.AkkaHttpServerCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.v3.generators.scala.AkkaHttpServerCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.v3.generators.scala.AkkaHttpServerCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.v3.generators.scala.AkkaHttpServerCodegen,modelPackage,package for generated models,,
io.swagger.codegen.v3.generators.scala.AkkaHttpServerCodegen,apiPackage,package for generated api classes,,
io.swagger.codegen.v3.generators.scala.AkkaHttpServerCodegen,sourceFolder,source folder for generated code,,
io.swagger.codegen.v3.generators.scala.ScalaClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.v3.generators.scala.ScalaClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.v3.generators.scala.ScalaClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.v3.generators.scala.ScalaClientCodegen,modelPackage,package for generated models,,
io.swagger.codegen.v3.generators.scala.ScalaClientCodegen,apiPackage,package for generated api classes,,
io.swagger.codegen.v3.generators.scala.ScalaClientCodegen,sourceFolder,source folder for generated code,,
io.swagger.codegen.v3.generators.scala.ScalaClientCodegen,modelPropertyNaming,"Naming convention for the property: 'camelCase', 'PascalCase', 'snake_case' and 'original', which keeps the original name",,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,projectName,Project name in Xcode,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,responseAs,"Optionally use libraries to manage response.  Currently PromiseKit, RxSwift are available.",,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,unwrapRequired,Treat 'required' properties in response as non-optional (which would crash the app if api returns null as opposed to required option specified in json schema,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,objcCompatible,Add additional properties and methods for Objective-C compatibility (default: false),,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,podSource,Source information used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,podVersion,Version used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,podAuthors,Authors used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,podSocialMediaURL,Social Media URL used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,podDocsetURL,Docset URL used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,podLicense,License used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,podHomepage,Homepage used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,podSummary,Summary used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,podDescription,Description used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,podScreenshots,Screenshots used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,podDocumentationURL,Documentation URL used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,swiftUseApiNamespace,Flag to make all the API classes inner-class of {{projectName}}API,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,hideGenerationTimestamp,Hides the generation timestamp when files are generated.,,
io.swagger.codegen.v3.generators.swift.Swift3Codegen,lenientTypeCast,"Accept and cast values for simple types (string->bool, string->int, int->string)",,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,projectName,Project name in Xcode,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,responseAs,"Optionally use libraries to manage response.  Currently PromiseKit, RxSwift are available.",,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,unwrapRequired,Treat 'required' properties in response as non-optional (which would crash the app if api returns null as opposed to required option specified in json schema,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,objcCompatible,Add additional properties and methods for Objective-C compatibility (default: false),,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,podSource,Source information used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,podVersion,Version used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,podAuthors,Authors used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,podSocialMediaURL,Social Media URL used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,podDocsetURL,Docset URL used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,podLicense,License used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,podHomepage,Homepage used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,podSummary,Summary used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,podDescription,Description used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,podScreenshots,Screenshots used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,podDocumentationURL,Documentation URL used for Podspec,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,swiftUseApiNamespace,Flag to make all the API classes inner-class of {{projectName}}API,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,hideGenerationTimestamp,Hides the generation timestamp when files are generated.,,
io.swagger.codegen.v3.generators.swift.Swift4Codegen,lenientTypeCast,"Accept and cast values for simple types (string->bool, string->int, int->string)",,
io.swagger.codegen.v3.generators.typescript.TypeScriptAngularClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.v3.generators.typescript.TypeScriptAngularClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.v3.generators.typescript.TypeScriptAngularClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.v3.generators.typescript.TypeScriptAngularClientCodegen,modelPropertyNaming,"Naming convention for the property: 'camelCase', 'PascalCase', 'snake_case' and 'original', which keeps the original name",,
io.swagger.codegen.v3.generators.typescript.TypeScriptAngularClientCodegen,supportsES6,Generate code that conforms to ES6.,,
io.swagger.codegen.v3.generators.typescript.TypeScriptAngularClientCodegen,npmName,The name under which you want to publish generated npm package,,
io.swagger.codegen.v3.generators.typescript.TypeScriptAngularClientCodegen,npmVersion,The version of your npm package,,
io.swagger.codegen.v3.generators.typescript.TypeScriptAngularClientCodegen,npmRepository,Use this property to set an url your private npmRepo in the package.json,,
io.swagger.codegen.v3.generators.typescript.TypeScriptAngularClientCodegen,snapshot,When setting this property to true the version will be suffixed with -SNAPSHOT.yyyyMMddHHmm,,
io.swagger.codegen.v3.generators.typescript.TypeScriptAngularClientCodegen,withInterfaces,Setting this property to true will generate interfaces next to the default class implementations.,,
io.swagger.codegen.v3.generators.typescript.TypeScriptAngularClientCodegen,ngVersion,The version of Angular. Default is '4.3',,
